InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550470,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,18-04-2011 13:49,2.46,,United Kingdom
558570,23127,FELTCRAFT GIRL NICOLE KIT,2,30-06-2011 14:38,4.95,17673.0,United Kingdom
579427,22467,GUMBALL COAT RACK,4,29-11-2011 13:04,2.55,16479.0,United Kingdom
536819,22988,SOLDIERS EGG CUP ,12,02-12-2010 17:12,1.25,13402.0,United Kingdom
537789,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,08-12-2010 12:49,6.75,14051.0,United Kingdom
C547675,22263,FELT EGG COSY LADYBIRD ,-49,24-03-2011 14:07,0.66,17754.0,United Kingdom
566923,22470,HEART OF WICKER LARGE,2,15-09-2011 15:05,2.95,15511.0,United Kingdom
539463,22300,COFFEE MUG DOG + BALL DESIGN,12,19-12-2010 11:19,2.55,18077.0,United Kingdom
542541,22310,IVORY KNITTED MUG COSY ,4,28-01-2011 14:25,3.29,,United Kingdom
545182,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,28-02-2011 14:48,0.29,14046.0,United Kingdom
571227,22317,FIVE CATS HANGING DECORATION,6,14-10-2011 13:54,2.95,12477.0,Germany
568782,23355,HOT WATER BOTTLE KEEP CALM,4,29-09-2011 08:53,4.95,13985.0,United Kingdom
551547,21212,PACK OF 72 RETROSPOT CAKE CASES,17,03-05-2011 09:44,2.08,,United Kingdom
565901,85099B,JUMBO BAG RED RETROSPOT,100,07-09-2011 15:34,1.79,13798.0,United Kingdom
581058,20839,FRENCH PAISLEY CUSHION COVER ,12,07-12-2011 11:06,0.85,15969.0,United Kingdom
581034,23344,JUMBO BAG 50'S CHRISTMAS ,10,07-12-2011 10:48,2.08,17049.0,United Kingdom
553053,21624,VINTAGE UNION JACK DOORSTOP,6,13-05-2011 10:20,5.95,12857.0,United Kingdom
562922,20728,LUNCH BAG CARS BLUE,20,10-08-2011 14:26,1.65,12594.0,Italy
580729,23469,CARD HOLDER LOVE BIRD SMALL,1,05-12-2011 17:24,8.29,,United Kingdom
542412,85206A,CREAM FELT EASTER EGG BASKET,1,27-01-2011 16:49,1.65,16725.0,United Kingdom
557938,20719,WOODLAND CHARLOTTE BAG,3,23-06-2011 15:35,1.63,,United Kingdom
576614,22945,CHRISTMAS METAL TAGS ASSORTED ,6,15-11-2011 16:38,0.85,12933.0,United Kingdom
567671,22386,JUMBO BAG PINK POLKADOT,1,21-09-2011 15:34,4.13,,United Kingdom
571559,23202,JUMBO BAG VINTAGE LEAF,10,18-10-2011 09:32,2.08,14911.0,EIRE
573151,23351,ROLL WRAP 50'S CHRISTMAS,12,27-10-2011 20:09,1.25,17602.0,United Kingdom
576688,22112,CHOCOLATE HOT WATER BOTTLE,3,16-11-2011 12:16,4.95,16717.0,United Kingdom
568719,22074,6 RIBBONS SHIMMERING PINKS ,1,28-09-2011 16:19,1.25,,United Kingdom
569319,23439,HAND WARMER RED LOVE HEART,12,03-10-2011 12:17,2.1,14290.0,United Kingdom
561650,22959,WRAP CHRISTMAS VILLAGE,25,28-07-2011 15:31,0.42,15329.0,United Kingdom
548703,22383,LUNCH BAG SUKI DESIGN ,2,03-04-2011 11:37,1.65,16010.0,United Kingdom
559836,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,13-07-2011 10:09,0.65,13911.0,United Kingdom
575059,20713,JUMBO BAG OWLS,1,08-11-2011 12:25,2.08,14071.0,United Kingdom
559055,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,05-07-2011 17:09,1.63,,United Kingdom
549813,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,12-04-2011 12:16,4.95,17972.0,United Kingdom
554083,21519,GIN & TONIC DIET GREETING CARD ,12,22-05-2011 11:51,0.42,18125.0,United Kingdom
550470,22861,EASTER TIN CHICKS IN GARDEN,1,18-04-2011 13:49,3.29,,United Kingdom
556813,23171,REGENCY TEA PLATE GREEN ,2,14-06-2011 17:28,3.29,,United Kingdom
538313,22727,ALARM CLOCK BAKELIKE RED ,2,10-12-2010 13:50,3.75,15514.0,United Kingdom
572567,21284,RETROSPOT CANDLE  SMALL,12,25-10-2011 10:27,1.69,12398.0,Switzerland
545333,21756,BATH BUILDING BLOCK WORD,1,01-03-2011 16:22,11.63,,United Kingdom
C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-9,06-12-2011 14:19,3.75,12967.0,United Kingdom
554054,15058A,BLUE POLKADOT GARDEN PARASOL,6,20-05-2011 15:29,10.79,,United Kingdom
546732,84692,BOX OF 24 COCKTAIL PARASOLS,2,16-03-2011 11:41,0.42,14606.0,United Kingdom
540770,21524,DOORMAT SPOTTY HOME SWEET HOME,2,11-01-2011 10:40,7.95,13468.0,United Kingdom
552277,21865,PINK UNION JACK  PASSPORT COVER ,6,08-05-2011 12:34,2.1,13642.0,United Kingdom
575751,23344,JUMBO BAG 50'S CHRISTMAS ,10,11-11-2011 10:32,2.08,14911.0,EIRE
547248,85194L,HANGING SPRING FLOWER EGG LARGE,2,22-03-2011 09:23,1.63,,United Kingdom
571676,35648,VINTAGE BEAD PINK PURSE ,2,18-10-2011 13:29,0.83,16910.0,United Kingdom
552655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,10-05-2011 14:22,2.95,14587.0,United Kingdom
562264,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,03-08-2011 16:14,2.46,,United Kingdom
570416,22798,ANTIQUE GLASS DRESSING TABLE POT,8,10-10-2011 13:30,2.95,15608.0,United Kingdom
567707,22037,ROBOT BIRTHDAY CARD,36,22-09-2011 09:52,0.42,14676.0,United Kingdom
580512,85099B,JUMBO BAG RED RETROSPOT,10,04-12-2011 13:55,2.08,12673.0,Germany
575698,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,10-11-2011 16:51,1.45,16094.0,United Kingdom
C540393,85042,ANTIQUE LILY FAIRY LIGHTS,-1,06-01-2011 18:08,4.95,17428.0,United Kingdom
562717,22197,POPCORN HOLDER,8,08-08-2011 15:42,1.63,,United Kingdom
570229,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,09-10-2011 13:30,1.25,15756.0,United Kingdom
577768,22543,MINI JIGSAW BAKE A CAKE ,1,21-11-2011 15:18,0.83,,United Kingdom
556890,23209,LUNCH BAG DOILEY PATTERN ,10,15-06-2011 12:48,1.65,17581.0,United Kingdom
542542,22728,ALARM CLOCK BAKELIKE PINK,4,28-01-2011 14:37,3.75,12431.0,Australia
552813,23047,PAPER LANTERN 5 POINT STUDDED STAR,2,11-05-2011 12:44,5.75,15079.0,United Kingdom
577690,84991,60 TEATIME FAIRY CAKE CASES,1,21-11-2011 11:34,0.55,12856.0,United Kingdom
558904,84507B,STRIPES DESIGN MONKEY DOLL,1,04-07-2011 16:18,4.96,,United Kingdom
575739,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,11-11-2011 09:05,4.13,,United Kingdom
557742,21084,SET/6 COLLAGE PAPER CUPS,24,22-06-2011 11:46,0.19,14911.0,EIRE
571850,23247,BISCUIT TIN 50'S CHRISTMAS,4,19-10-2011 12:54,2.89,14698.0,United Kingdom
573876,21704,BAG 250g SWIRLY MARBLES,2,01-11-2011 12:48,0.85,16360.0,United Kingdom
580730,22135,MINI LADLE LOVE HEART PINK,1,05-12-2011 17:28,0.83,,United Kingdom
550348,22584,PACK OF 6 PANNETONE GIFT BOXES,6,18-04-2011 09:38,2.55,16947.0,United Kingdom
538877,22077,6 RIBBONS RUSTIC CHARM,16,14-12-2010 15:29,4.21,,United Kingdom
542006,72741,GRAND CHOCOLATECANDLE,9,25-01-2011 11:20,1.45,15218.0,United Kingdom
565235,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,02-09-2011 09:43,1.65,13418.0,United Kingdom
566912,20829,GLITTER HANGING BUTTERFLY STRING,8,15-09-2011 14:05,2.1,14367.0,United Kingdom
573183,22998,TRAVEL CARD WALLET KEEP CALM,10,28-10-2011 11:33,0.42,15028.0,United Kingdom
576841,23252,VINTAGE RED ENAMEL TRIM JUG ,1,16-11-2011 15:26,3.75,17368.0,United Kingdom
557891,23129,HEART SHAPED HOLLY WREATH,4,23-06-2011 14:05,4.15,17652.0,United Kingdom
565927,22464,HANGING METAL HEART LANTERN,12,08-09-2011 10:08,1.65,,EIRE
558045,22993,SET OF 4 PANTRY JELLY MOULDS,12,24-06-2011 13:35,1.25,12615.0,France
576910,22212,FOUR HOOK  WHITE LOVEBIRDS,12,17-11-2011 09:51,2.1,12477.0,Germany
563920,21671,RED SPOT CERAMIC DRAWER KNOB,12,21-08-2011 14:00,1.25,16407.0,United Kingdom
575176,22962,JAM JAR WITH PINK LID,1,08-11-2011 18:29,1.63,,United Kingdom
564825,23188,VINTAGE  2 METER FOLDING RULER,3,30-08-2011 12:26,3.29,,United Kingdom
565856,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,07-09-2011 14:09,7.95,17345.0,United Kingdom
571508,22339,CHRISTMAS TREE PAINTED ZINC ,3,17-10-2011 15:27,0.63,,United Kingdom
549251,85194L,HANGING SPRING FLOWER EGG LARGE,4,07-04-2011 12:16,0.85,14449.0,United Kingdom
564300,23346,SPACEBOY BEAKER,4,24-08-2011 11:31,1.25,16723.0,United Kingdom
565434,17021,NAMASTE SWAGAT INCENSE,36,04-09-2011 13:35,0.3,12867.0,United Kingdom
574547,23219,LAUREL STAR ANTIQUE SILVER ,1,04-11-2011 15:08,1.25,17841.0,United Kingdom
538356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,10-12-2010 15:56,4.25,14062.0,United Kingdom
548698,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,03-04-2011 10:55,0.55,18109.0,United Kingdom
568614,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,28-09-2011 11:26,0.55,13515.0,United Kingdom
578118,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,23-11-2011 10:08,2.95,12955.0,United Kingdom
578941,23263,SET OF 3 WOODEN HEART DECORATIONS,1,27-11-2011 13:26,1.25,16024.0,United Kingdom
565927,84843,WHITE SOAP RACK WITH 2 BOTTLES,4,08-09-2011 10:08,5.95,,EIRE
541995,20675,BLUE POLKADOT BOWL,8,25-01-2011 09:58,1.25,13158.0,United Kingdom
565234,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,02-09-2011 09:38,0.83,,United Kingdom
556425,23298,SPOTTY BUNTING,1,10-06-2011 12:51,4.95,14178.0,United Kingdom
571270,21619,4 VANILLA BOTANICAL CANDLES,3,16-10-2011 12:09,1.25,12940.0,United Kingdom
538524,22567,20 DOLLY PEGS RETROSPOT,2,13-12-2010 09:35,2.51,,United Kingdom
575491,22438,BALLOON ART MAKE YOUR OWN FLOWERS,3,09-11-2011 17:47,1.95,15531.0,United Kingdom
544776,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1,23-02-2011 11:39,1.63,,United Kingdom
551997,21215,IVORY PAPER CUP CAKE CASES ,1,05-05-2011 15:47,1.25,,United Kingdom
547249,20719,WOODLAND CHARLOTTE BAG,1,22-03-2011 09:27,1.63,,United Kingdom
562928,22710,WRAP I LOVE LONDON ,25,10-08-2011 15:29,0.42,15494.0,United Kingdom
555644,84974,S/2 ZINC HEART DESIGN PLANTERS,4,06-06-2011 13:24,9.95,16520.0,United Kingdom
571705,23008,DOLLY GIRL BABY GIFT SET,2,18-10-2011 15:22,16.95,12360.0,Austria
551718,84877A,PINK ROUND COMPACT MIRROR,1,03-05-2011 16:06,3.29,,United Kingdom
581217,23552,BICYCLE PUNCTURE REPAIR KIT ,6,08-12-2011 09:20,4.13,,United Kingdom
547555,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,23-03-2011 16:35,1.95,14075.0,United Kingdom
575742,23292,SPACEBOY CHILDRENS CUP,8,11-11-2011 09:46,1.25,14309.0,United Kingdom
551056,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,26-04-2011 11:51,7.95,16442.0,United Kingdom
560537,22469,HEART OF WICKER SMALL,6,19-07-2011 12:19,1.65,17779.0,United Kingdom
543816,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,13-02-2011 15:26,1.25,17841.0,United Kingdom
538146,21239,PINK  POLKADOT CUP,8,09-12-2010 16:10,0.85,15596.0,United Kingdom
540551,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,10-01-2011 09:43,7.62,,United Kingdom
578844,22616,PACK OF 12 LONDON TISSUES ,4,25-11-2011 16:14,0.83,,United Kingdom
561887,21845,DAIRY MAID STRIPE MUG,72,31-07-2011 13:33,0.79,14414.0,United Kingdom
C552995,M,Manual,-1350,12-05-2011 15:19,0.16,18133.0,United Kingdom
537685,22585,PACK OF 6 BIRDY GIFT TAGS,6,08-12-2010 10:21,1.25,18077.0,United Kingdom
578264,22686,FRENCH BLUE METAL DOOR SIGN No,2,23-11-2011 13:27,1.25,12748.0,United Kingdom
561209,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,25-07-2011 16:57,0.42,,United Kingdom
540984,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2,12-01-2011 15:44,4.25,14167.0,United Kingdom
564646,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,26-08-2011 13:39,6.63,,United Kingdom
536566,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,9,01-12-2010 15:21,1.25,16928.0,United Kingdom
553189,21908,CHOCOLATE THIS WAY METAL SIGN,1,15-05-2011 13:14,2.1,15033.0,United Kingdom
571105,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,13-10-2011 16:01,2.95,17614.0,United Kingdom
571702,85150,LADIES & GENTLEMEN METAL SIGN,6,18-10-2011 15:06,2.55,14639.0,United Kingdom
541138,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,14-01-2011 10:42,3.75,12553.0,France
553199,85175,CACTI T-LIGHT CANDLES,16,15-05-2011 15:13,0.42,17758.0,United Kingdom
559034,23256,CHILDRENS CUTLERY SPACEBOY ,4,05-07-2011 14:56,4.15,13109.0,United Kingdom
553369,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,16-05-2011 14:30,7.9,15044.0,United Kingdom
571932,21731,RED TOADSTOOL LED NIGHT LIGHT,1,19-10-2011 17:21,1.65,,United Kingdom
576617,20676,RED RETROSPOT BOWL,2,15-11-2011 16:57,2.46,,United Kingdom
558731,22079,RIBBON REEL HEARTS DESIGN ,10,01-07-2011 14:53,1.65,13285.0,United Kingdom
538630,22077,6 RIBBONS RUSTIC CHARM,12,13-12-2010 13:25,1.65,14565.0,United Kingdom
543255,21165,BEWARE OF THE CAT METAL SIGN ,12,04-02-2011 15:43,1.69,13050.0,United Kingdom
575983,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,13-11-2011 13:45,3.25,13379.0,United Kingdom
556491,22384,LUNCH BAG PINK POLKADOT,4,12-06-2011 14:15,1.65,16794.0,United Kingdom
566203,23035,DRAWER KNOB CERAMIC IVORY,1,09-09-2011 14:47,1.45,16362.0,United Kingdom
548191,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,29-03-2011 15:20,4.96,,United Kingdom
541523,21528,DAIRY MAID TRADITIONAL TEAPOT ,3,19-01-2011 10:09,6.95,17708.0,United Kingdom
538071,22312,OFFICE MUG WARMER POLKADOT,1,09-12-2010 14:09,5.91,,United Kingdom
559338,22494,EMERGENCY FIRST AID TIN ,2,07-07-2011 16:30,2.46,,United Kingdom
580611,23103,JINGLE BELL HEART DECORATION,1,05-12-2011 11:49,1.65,12748.0,United Kingdom
548710,22570,FELTCRAFT CUSHION RABBIT,4,03-04-2011 13:24,3.75,16678.0,United Kingdom
563248,84978,HANGING HEART JAR T-LIGHT HOLDER,6,15-08-2011 11:30,1.25,14702.0,United Kingdom
550655,84870C,GREEN GEISHA GIRL ,2,19-04-2011 17:19,3.75,17217.0,United Kingdom
545333,21871,SAVE THE PLANET MUG,1,01-03-2011 16:22,3.29,,United Kingdom
C550177,20726,LUNCH BAG WOODLAND,-2,14-04-2011 17:17,1.65,13534.0,United Kingdom
537400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,06-12-2010 14:36,2.95,17191.0,United Kingdom
561794,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,29-07-2011 13:11,2.08,12921.0,United Kingdom
C576324,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-1,14-11-2011 15:10,2.1,16161.0,United Kingdom
561926,23227,FILIGREE HEART BUTTERFLY WHITE ,24,01-08-2011 12:48,1.25,12749.0,United Kingdom
571668,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,18-10-2011 13:10,1.95,16515.0,United Kingdom
575724,22112,CHOCOLATE HOT WATER BOTTLE,48,10-11-2011 18:37,4.25,14608.0,United Kingdom
549155,21213,PACK OF 72 SKULL CAKE CASES,2,06-04-2011 17:08,1.25,,United Kingdom
570180,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,07-10-2011 14:28,3.75,17509.0,United Kingdom
541104,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,13-01-2011 14:29,4.13,,United Kingdom
541516,21259,VICTORIAN SEWING BOX SMALL ,1,18-01-2011 17:34,12.46,,United Kingdom
571669,22112,CHOCOLATE HOT WATER BOTTLE,2,18-10-2011 13:11,4.95,17758.0,United Kingdom
540821,22090,PAPER BUNTING RETROSPOT,1,11-01-2011 13:16,5.91,,United Kingdom
555722,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,06-06-2011 16:06,2.46,,United Kingdom
540163,22132,RED LOVE HEART SHAPE CUP,24,05-01-2011 11:52,0.85,13089.0,United Kingdom
569137,23229,VINTAGE DONKEY TAIL GAME ,1,30-09-2011 14:45,7.46,,United Kingdom
549743,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,12-04-2011 10:05,4.95,16186.0,United Kingdom
547880,21975,PACK OF 60 DINOSAUR CAKE CASES,2,27-03-2011 16:05,0.55,15426.0,United Kingdom
581356,22692,DOORMAT WELCOME TO OUR HOME,2,08-12-2011 12:28,8.25,17830.0,United Kingdom
547860,22560,TRADITIONAL MODELLING CLAY,3,27-03-2011 12:21,1.25,17625.0,United Kingdom
540255,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,05-01-2011 16:50,3.36,,United Kingdom
544462,22442,GROW YOUR OWN FLOWERS SET OF 3,2,20-02-2011 14:21,7.95,17050.0,United Kingdom
570218,22767,TRIPLE PHOTO FRAME CORNICE ,2,09-10-2011 12:20,9.95,16873.0,United Kingdom
550327,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,17-04-2011 13:07,4.15,12878.0,United Kingdom
541370,22111,SCOTTIE DOG HOT WATER BOTTLE,3,17-01-2011 14:51,4.95,18179.0,United Kingdom
579512,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,29-11-2011 16:47,4.13,,United Kingdom
556195,23199,JUMBO BAG APPLES,10,09-06-2011 12:21,2.08,16745.0,United Kingdom
539735,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,21-12-2010 15:17,0.81,,United Kingdom
559660,23168,CLASSIC CAFE SUGAR DISPENSER,64,11-07-2011 13:19,1.04,16701.0,United Kingdom
540098,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,04-01-2011 15:50,0.55,16241.0,United Kingdom
572964,22175,PINK OWL SOFT TOY,6,27-10-2011 10:41,2.95,12630.0,Finland
541434,C2,CARRIAGE,1,18-01-2011 10:22,50.0,14911.0,EIRE
568101,22950,36 DOILIES VINTAGE CHRISTMAS,24,23-09-2011 15:21,1.45,15978.0,United Kingdom
567671,21801,CHRISTMAS TREE DECORATION WITH BELL,4,21-09-2011 15:34,0.42,,United Kingdom
560724,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,20-07-2011 13:55,1.65,16186.0,United Kingdom
576688,22966,GINGERBREAD MAN COOKIE CUTTER,12,16-11-2011 12:16,1.25,16717.0,United Kingdom
536412,22940,FELTCRAFT CHRISTMAS FAIRY,1,01-12-2010 11:49,4.25,17920.0,United Kingdom
558336,20725,LUNCH BAG RED RETROSPOT,20,28-06-2011 13:17,1.65,14364.0,United Kingdom
550906,79164,BLACK WINE GLASS,240,21-04-2011 12:34,0.39,14298.0,United Kingdom
545752,21703,BAG 125g SWIRLY MARBLES,96,07-03-2011 11:54,0.42,17381.0,United Kingdom
550953,22728,ALARM CLOCK BAKELIKE PINK,1,21-04-2011 16:17,7.46,,United Kingdom
569250,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,03-10-2011 10:18,1.25,16747.0,United Kingdom
567380,21394,RED POLKADOT BEAKER ,48,20-09-2011 10:06,0.39,12620.0,France
561894,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,31-07-2011 15:00,2.1,14456.0,United Kingdom
570465,90123A,PINK HEART OF GLASS BRACELET,1,10-10-2011 16:02,5.82,,United Kingdom
569469,22041,"RECORD FRAME 7"" SINGLE SIZE ",3,04-10-2011 12:22,2.55,16360.0,United Kingdom
572287,37340,MULTICOLOUR SPRING FLOWER MUG,6,23-10-2011 12:26,0.39,15584.0,United Kingdom
573335,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,30-10-2011 11:35,0.85,15059.0,United Kingdom
559506,20669,RED HEART LUGGAGE TAG,1,08-07-2011 15:17,0.83,,United Kingdom
538886,22562,MONSTERS STENCIL CRAFT,12,14-12-2010 16:07,1.25,13846.0,United Kingdom
578347,90013B,BLACK VINTAGE EARRINGS,2,24-11-2011 09:26,4.15,,United Kingdom
547850,85130D,BEADED CRYSTAL HEART PINK LARGE,2,27-03-2011 12:06,1.65,14472.0,United Kingdom
580048,21429,RED GINGHAM ROSE JEWELLERY BOX,1,01-12-2011 12:53,1.95,12748.0,United Kingdom
570187,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,07-10-2011 15:09,1.63,,United Kingdom
552232,21630,FLOOR CUSHION ELEPHANT CARNIVAL,1,06-05-2011 15:54,18.29,,United Kingdom
539225,21356,TOAST ITS - FAIRY FLOWER,12,16-12-2010 13:02,1.25,15379.0,United Kingdom
549250,85030,FRENCH CHATEAU OVAL PLATTER,2,07-04-2011 12:10,1.95,14446.0,United Kingdom
545163,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,28-02-2011 13:39,0.85,16607.0,United Kingdom
536563,22976,CIRCUS PARADE CHILDRENS EGG CUP ,24,01-12-2010 15:08,1.25,17760.0,United Kingdom
546998,84459B,YELLOW METAL CHICKEN HEART ,3,18-03-2011 13:32,1.49,16023.0,United Kingdom
563557,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,17-08-2011 13:33,0.55,15786.0,United Kingdom
545027,21244,BLUE POLKADOT PLATE ,7,25-02-2011 14:59,3.29,,United Kingdom
558540,22637,PIGGY BANK RETROSPOT ,6,30-06-2011 12:15,2.55,17706.0,United Kingdom
556542,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,13-06-2011 12:52,11.95,14719.0,United Kingdom
570488,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,10-10-2011 17:12,8.29,14096.0,United Kingdom
542229,21202,DOLLY HONEYCOMB GARLAND,12,26-01-2011 13:38,1.65,12474.0,Germany
541104,22258,FELT FARM ANIMAL RABBIT,1,13-01-2011 14:29,0.83,,United Kingdom
567625,23397,FOOT STOOL HOME SWEET HOME ,2,21-09-2011 12:55,9.95,13627.0,United Kingdom
578243,23355,HOT WATER BOTTLE KEEP CALM,12,23-11-2011 12:33,4.95,13448.0,United Kingdom
559121,22855,FINE WICKER HEART ,12,06-07-2011 12:18,1.25,13599.0,United Kingdom
545821,22371,AIRLINE BAG VINTAGE TOKYO 78,4,07-03-2011 12:50,4.25,13001.0,United Kingdom
581219,35095B,RED VICTORIAN FABRIC OVAL BOX,1,08-12-2011 09:28,0.83,,United Kingdom
550033,21931,JUMBO STORAGE BAG SUKI,2,14-04-2011 11:45,2.08,15005.0,United Kingdom
552819,22728,ALARM CLOCK BAKELIKE PINK,8,11-05-2011 12:50,3.75,16652.0,United Kingdom
577531,85049a,TRADITIONAL CHRISTMAS RIBBONS,1,20-11-2011 13:58,3.29,,United Kingdom
567659,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,21-09-2011 14:55,1.45,17475.0,United Kingdom
564818,22356,CHARLOTTE BAG PINK POLKADOT,5,30-08-2011 12:10,1.63,,United Kingdom
579938,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,01-12-2011 10:18,2.89,14146.0,United Kingdom
578037,22209,WOOD STAMP SET HAPPY BIRTHDAY,5,22-11-2011 14:10,0.5,,United Kingdom
543470,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,08-02-2011 14:58,1.25,16951.0,United Kingdom
554098,22029,SPACEBOY BIRTHDAY CARD,12,22-05-2011 13:01,0.42,14769.0,United Kingdom
563909,85204,HANGING WOOD AND FELT FLOWER,5,21-08-2011 12:36,0.12,15701.0,United Kingdom
572063,21850,BLUE  DIAMANTE PEN IN GIFT BOX,1,20-10-2011 12:57,4.95,14606.0,United Kingdom
550331,85202,HANGING WOOD AND FELT HEART,1,17-04-2011 13:43,0.42,15555.0,United Kingdom
539447,22630,DOLLY GIRL LUNCH BOX,12,17-12-2010 16:00,1.95,12395.0,Belgium
536522,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,01-12-2010 12:49,3.75,15012.0,United Kingdom
538566,90164B,WHITE  ROSEBUD PEARL BRACELET,1,13-12-2010 11:21,7.64,,United Kingdom
575152,22546,MINI JIGSAW PURDEY,3,08-11-2011 16:12,0.42,16284.0,United Kingdom
566589,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,13-09-2011 14:50,3.75,14753.0,United Kingdom
536973,22296,HEART IVORY TRELLIS LARGE,12,03-12-2010 13:43,1.65,17787.0,United Kingdom
580735,22274,FELTCRAFT DOLL EMILY,6,06-12-2011 08:52,2.95,17728.0,United Kingdom
554960,22502,PICNIC BASKET WICKER SMALL,1,27-05-2011 15:18,8.29,,United Kingdom
571909,20652,BLUE POLKADOT LUGGAGE TAG ,1,19-10-2011 15:08,1.25,15006.0,United Kingdom
562593,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,07-08-2011 15:43,2.55,16549.0,United Kingdom
581439,23184,BULL DOG BOTTLE OPENER,1,08-12-2011 16:30,10.79,,United Kingdom
577554,47420,ASSORTED COLOUR SUCTION CUP HOOK,3,20-11-2011 15:35,0.19,15533.0,United Kingdom
551414,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,28-04-2011 13:35,2.95,15622.0,United Kingdom
570826,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,12-10-2011 13:14,1.25,16753.0,United Kingdom
573993,23513,EMBROIDERED RIBBON REEL SUSIE ,6,02-11-2011 11:23,2.08,16790.0,United Kingdom
536876,21986,PACK OF 12 PINK POLKADOT TISSUES,4,03-12-2010 11:36,0.85,,United Kingdom
564818,21246,RED RETROSPOT BIG BOWL,12,30-08-2011 12:10,4.13,,United Kingdom
536986,22694,WICKER STAR ,6,03-12-2010 14:40,2.1,16140.0,United Kingdom
576623,22071,SMALL WHITE RETROSPOT MUG IN BOX ,244,15-11-2011 17:12,0.5,12748.0,United Kingdom
575138,22294,HEART FILIGREE DOVE  SMALL,1,08-11-2011 15:24,2.46,,United Kingdom
578551,22945,CHRISTMAS METAL TAGS ASSORTED ,72,24-11-2011 15:05,0.85,12937.0,United Kingdom
577536,22335,HEART DECORATION PAINTED ZINC ,1,20-11-2011 14:14,0.65,15850.0,United Kingdom
570467,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,10-10-2011 16:06,4.95,12607.0,USA
